"item_id";"location_id";"trans_date";"qty";"cost_amount"
"0000CD49FA7DFE1158A3BB3DBE8E1489";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"5";"589.0"
"0000CD49FA7DFE1158A3BB3DBE8E1489";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"3";"353.4"
"0000EB60690F9E117260106505009C4A";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"13";"4323.09"
"0000EB60690F9E117260106505009C4A";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"38";"11619.81"
"0000EBC0069CEE1191EE1065050029B9";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"0";"0.00"
"0000EBC0069CEE1191EE1065050029B9";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"8";"540.96"
"0001AA1D4315EE11B1AD10650500B8EA";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"26";"2708.68"
"0001B48C9CB04E1142D58A650500DB08";"44673735EAF46E11B7B78A650500BC08";"2025-06-13";"7";"1657.77"
"0001B48C9CB04E1142D58A650500DB08";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"10";"2301.34"
"000257BC483EFE11F1557891FE690589";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"6";"706.03"
"000257BC483EFE11F1557891FE690589";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"9";"1048.54"
"0003B9C6A601CE11877210650500F269";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"2";"312.39"
"0003B9C6A601CE11877210650500F269";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"2";"312.4"
"00049E6271BEEE1191EE1065050029B9";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"1";"523.37"
"00049E6271BEEE1191EE1065050029B9";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"2";"1046.74"
"0008AB291959FE11128010650500E819";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"3";"1318.8"
"0009519CD62CAE11BE2110650500705A";"44673735EAF46E11B7B78A650500BC08";"2025-06-13";"2";"17968"
"000A6D8A48CECE11ADB310650500C8B8";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"1";"134.15"
"000B61F0B28ADE11406610650500924A";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"5";"2591.54"
"000D1419D9CC6E11B7B78A650500BC08";"44673735EAF46E11B7B78A650500BC08";"2025-06-13";"40";"3480"
"000D1419D9CC6E11B7B78A650500BC08";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"30";"2610"
"000D3C198EF39E115540106505008D3B";"44673735EAF46E11B7B78A650500BC08";"2025-06-13";"71";"7971.88"
"0010A31CA0900F11F1557891FE690889";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"6";"358.71"
"0010A31CA0900F11F1557891FE690889";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"0";"0.00"
"001142C8008CBE118772106505003D59";"44673735EAF46E11B7B78A650500BC08";"2025-06-13";"15";"3510"
"0011932287D2DE11ADB3106505007EB8";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"4";"251.42"
"0012B1A74F4FBE11877210650500C069";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"4";"2108.92"
"0012B1A74F4FBE11877210650500C069";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"7";"3690.61"
"0016B04B0DFCBE11877210650500DD59";"44673735EAF46E11B7B78A650500BC08";"2025-06-13";"9";"1300.32"
"0016F6E68E657E11B7B78A650500ED08";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"3";"984.12"
"0016F6E68E657E11B7B78A650500ED08";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"4";"1404.24"
"0018E9D401CAED11A62CD892C0003F2A";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"9";"894.57"
"001AA9AB5443FE1191EE106505001EB9";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"3";"432.93"
"001AA9AB5443FE1191EE106505001EB9";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"15";"2164.65"
"001C3520486FCE11ADB310650500B9B8";"B0BDDED34CC83E11052F6792C000B249";"2025-06-13";"11";"7250.33"
"001C3520486FCE11ADB310650500B9B8";"FC081C55582CED11A62CD892C0003F2A";"2025-06-13";"13";"8378.79"
